SN,YEAR,QTR,MONTH,PROJECT_CODE,PROJECT_NAME,ACCOUNT_NAME,PRACTICE_AREA,BU,BU_ TYPE,REGION_COUNTRY,ENTITY_INDIA_US,TOTAL_RESOURCES,TOTAL_REVENUE,TOTAL_DIRECT_COST,NET_MARGIN,EBIDTA
3928,2023-24,Q4,1/1/2024,SS500112,Software Service - NSE XBRL-Misc -AMC,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,7.92,0.00,7.92,7.92
3929,2023-24,Q4,1/1/2024,SS500113,Software Service-NSE_IFSC-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,15.63,0.00,15.63,15.63
3930,2023-24,Q4,1/1/2024,SS300290,Software Service -IRDA -IGMS -Portal Development,ATWW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
3931,2023-24,Q4,1/1/2024,SS300291,Software Service -IRDA -IGMS -AMC / Helpdesk Support,ATWW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.60,0.00,2.79,-2.79,-2.79
3932,2023-24,Q4,1/1/2024,SS300323,Software Service -Indian Bank-Software Implementation,NIML,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,13.86,0.00,14.16,-14.16,-14.16
3933,2023-24,Q4,1/1/2024,SS300328,Software Service -NSE-XBRL - Misc,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,0.00,13.37,-13.37,-13.37
3934,2023-24,Q4,1/1/2024,SS300331,Software Services -Bharat Platform,LOKN,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,17.73,0.00,29.49,-29.49,-29.49
3935,2023-24,Q4,1/1/2024,SS400268,Software Services -Development -Coco Navi,EIXB,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,2.75,1.62,1.13,1.13
3936,2023-24,Q4,1/1/2024,SS400285,Software Service -IIBF CLMS,TEFN,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,5.09,6.64,4.64,2.01,2.01
3937,2023-24,Q4,1/1/2024,SS400287,Software Service -Contract Generation - Production Support,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,4.31,1.84,2.46,2.46
3938,2023-24,Q4,1/1/2024,SS400294,Software Service -NSE-IFSC-Website Dev & Mtns,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,4.00,6.59,4.09,2.50,2.50
3939,2023-24,Q4,1/1/2024,SS400306,Software Service -NSE-Website,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,41.06,65.53,44.39,21.13,21.13
3940,2023-24,Q4,1/1/2024,SS400307,Software Service HDFC Mutual fund,GYVI,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,-1.30,0.02,-1.32,-1.32
3941,2023-24,Q4,1/1/2024,SS400310,Software Service -CCIL-Onsite-T&M,RYMC,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,7.05,11.70,-4.81,16.51,16.51
3942,2023-24,Q4,1/1/2024,SS400311,Software Service -NSDL-Qlik Development,TETW,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,2.00,3.12,1.40,1.72,1.72
3943,2023-24,Q4,1/1/2024,SS400312,Software Service -NSE-VGT Load Pumping,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,4.00,6.55,3.56,2.98,2.98
3944,2023-24,Q4,1/1/2024,SS400313,Software Service -IDFC T&M,XGLI,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,2.73,0.75,1.97,1.97
3945,2023-24,Q4,1/1/2024,SS400316,Software Service -Trafigura,LCVW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,21.00,68.31,31.23,37.09,37.09
3946,2023-24,Q4,1/1/2024,SS400317,Software Services - Nasdaq -Market Service Platform,DKVV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,0.66,4.83,-4.17,-4.17
3947,2023-24,Q4,1/1/2024,SS400318,Software Services - Nasdaq -Investor Relations,DKVV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,4.61,2.20,13.47,-11.27,-11.27
3948,2023-24,Q4,1/1/2024,SS400319,Software Services - Nasdaq - BOFA,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,4.00,14.83,5.14,9.70,9.70
3949,2023-24,Q4,1/1/2024,SS400321,Software Services - Nasdaq -LMEC,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,0.00,0.00,0.01,-0.01,-0.01
3950,2023-24,Q4,1/1/2024,SS400322,Software Services-NSE (BKC)-New Batch ,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,92.81,78.77,41.02,37.75,37.75
3951,2023-24,Q4,1/1/2024,SS400323,Software Services-HDFC _Loan linked Insurance Onsite Support,GYVI,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,5.44,8.44,4.70,3.73,3.73
3952,2023-24,Q4,1/1/2024,SS400325,Software Services-NSE DWH PM Office,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,2.27,2.43,-0.16,-0.16
3953,2023-24,Q4,1/1/2024,SS300275,Software Service - Aujas - Palm Products,QZRU,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
3954,2023-24,Q4,1/1/2024,DM799999,Digital Delivery Management-App Modernisation,UWKL,App Modernisation,Digital,DM,IND,NSEIT-IND-SA,13.58,0.00,0.00,-60.04,-60.04
3955,2023-24,Q4,1/1/2024,DM899999,Digital Delivery Management-Data & Analytics,UWKL,Data & Analytics,Digital,DM,IND,NSEIT-IND-SA,3.00,0.00,0.00,-12.79,-12.79
3956,2023-24,Q4,1/1/2024,PA399999,Practice Bench - App Modernisation,EZOF,App Modernisation,Digital,Bench,IND,NSEIT-IND-SA,7.18,0.00,0.00,-10.12,-10.12
3957,2023-24,Q4,1/1/2024,PA699999,Practice Development  - App Modernisation,RHCC,App Modernisation,Digital,Practice,IND,NSEIT-IND-SA,7.00,0.00,0.00,-22.50,-22.50
3958,2023-24,Q4,1/1/2024,PB399999,Practice Bench -Business Transformation,EZOF,Business Transformation,Digital,Bench,IND,NSEIT-IND-SA,3.18,0.00,0.00,-2.34,-2.34
3959,2023-24,Q4,1/1/2024,PB699999,Practice Development - Business Transformation,RHCC,Business Transformation,Digital,Practice,IND,NSEIT-IND-SA,2.00,0.00,0.00,-5.76,-5.76
3960,2023-24,Q4,1/1/2024,PC699999,Practice Development  - Common,RHCC,Digi Common Practice,Digital,Practice,IND,NSEIT-IND-SA,0.00,0.00,0.00,-51.75,-84.31
3961,2023-24,Q4,1/1/2024,RP100004,RPA - TATA Aia - Automation,LFIY,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,-0.26,0.26,0.26
3962,2023-24,Q4,1/1/2024,RP100009,RPA - SBI Life-Automation Licence,LIB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,-0.14,0.14,0.14
3963,2023-24,Q4,1/1/2024,RP300009,RPA - Automation (24 Process ) - NSE,PMB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,2.00,2.50,1.64,0.86,0.86
3964,2023-24,Q4,1/1/2024,RP300013,RPA - Automation -SBI Life,LIB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,6.05,0.00,6.21,-6.21,-6.21
3965,2023-24,Q4,1/1/2024,RP400001,RPA - NSE - Robotic Automation  T&M,PMB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,2.00,3.62,0.92,2.71,2.71
3966,2023-24,Q4,1/1/2024,RP400005,RPA - TATA Aia -T&M,LFIY,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,5.00,13.20,3.66,9.54,9.54
3967,2023-24,Q4,1/1/2024,RP400010,RPA -IDFC First Bank,XSZC,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,9.12,7.09,6.39,0.70,0.70
3968,2023-24,Q4,1/1/2024,RP400011,RPA - SBI Life -T&M,LIB,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,5.03,4.25,3.07,1.18,1.18
3969,2023-24,Q4,1/1/2024,SP200002,Software Products - Back Office - Ensettle - Maintenance,CQVA,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.65,3.72,1.51,2.21,2.21
3970,2023-24,Q4,1/1/2024,SP200030,Software Products - Messaging Solutions - Maintenance,CQVA,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,3.15,6.15,2.76,3.39,3.39
3971,2023-24,Q4,1/1/2024,SS300271,Software Service - NSE - PPMS,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.99,0.00,0.99,0.99
3972,2023-24,Q4,1/1/2024,SS300283,Software Services - NSE - Trading Simulator,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.40,4.00,1.80,2.20,2.20
3973,2023-24,Q4,1/1/2024,AN100003,Analytics - Axis Bank - License,OEBN,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,41.91,29.49,12.42,12.42
3974,2023-24,Q4,1/1/2024,AN100005,Analytics -Yes Bank -License,GQLE,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,83.00,76.54,6.46,6.46
3975,2023-24,Q4,1/1/2024,AN100006,Analytics -Ashnik Technologies -License,BNXN,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.52,-0.52,-0.52
3976,2023-24,Q4,1/1/2024,AN300013,Analytics- SBI General -Support,LAFS,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
3977,2023-24,Q4,1/1/2024,AN400001,Analytics -Axis Bank T&M,OEBN,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,3.32,5.87,3.46,2.41,2.41
3978,2023-24,Q4,1/1/2024,AN400004,Analytics  -Kotak Life Insurance T&M,YFSE,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,1.71,0.69,1.02,1.02
3979,2023-24,Q4,1/1/2024,AN400008,Analytics  -TE Connectivity ,QYKU,Data & Analytics,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,1.00,0.23,1.54,-1.31,-1.31
3980,2023-24,Q4,1/1/2024,AN400010,Analytics - HPE Support_T&M,GCJG,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,4.00,7.68,2.75,4.93,4.93
3981,2023-24,Q4,1/1/2024,AN400011,Analytics - M&G_ Support_T&M,XPQW,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,9.19,14.06,8.30,5.75,5.75
3982,2023-24,Q4,1/1/2024,AN400012,Analytics -CCIL_DA_SQL Dev T&M,RYMC,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.26,-0.34,0.62,-0.96,-0.96
3983,2023-24,Q4,1/1/2024,AN400013,Analytics- SBI General -Support,LAFS,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,6.00,7.67,4.30,3.38,3.38
3984,2023-24,Q4,1/1/2024,AN400014,Analytics- SBI Life Application Dev.,LIB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,2.00,2.66,1.57,1.09,1.09
3985,2023-24,Q4,1/1/2024,PD399999,Practice Bench – Data & Analytics ,EZOF,Data & Analytics,Digital,Bench,IND,NSEIT-IND-SA,7.07,0.00,0.00,-8.89,-8.89
3986,2023-24,Q4,1/1/2024,PD699999,Practice Development -Data & Analytics,RHCC,Data & Analytics,Digital,Practice,IND,NSEIT-IND-SA,3.00,0.00,0.00,-9.60,-9.60
3987,2023-24,Q4,1/1/2024,SP100152,Software Products- NSE-Client Profiling,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,57.00,45.00,12.00,12.00
3988,2023-24,Q4,1/1/2024,SS300300,Software Service - SBI General Ins.Co.,LAFS,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.03,-0.03,-0.03
3989,2023-24,Q4,1/1/2024,SS300333,Software Service-Hewlett Packard Enterprise,YRUE,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.02,-0.02,-0.02
3990,2023-24,Q4,1/1/2024,SS300336,Software Service-HDFC Ergo-NM Claim application,DPBP,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.15,0.00,2.73,-2.73,-2.73
3991,2023-24,Q4,1/1/2024,SS300340,Software Services-YUGMA-Development,LDFV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.01,0.00,0.40,-0.40,-0.40
3992,2023-24,Q4,1/1/2024,SS400305,Software Service -NSE-SnowFlake Migration,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,3.00,-2.75,2.65,-5.40,-5.40
3993,2023-24,Q4,1/1/2024,SS400300,Software Services-Adi WorldLink -AWS-Financial Project,LGDI,Data & Analytics,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,0.00,-0.82,1.05,-1.88,-1.88
3994,2023-24,Q4,1/1/2024,DG499999,Software Common Bench,EZOF,Digi Bench,Digital,Bench,IND,NSEIT-IND-SA,0.00,0.00,0.00,0.35,0.35
3995,2023-24,Q4,1/1/2024,CC400037,Customer Care Services - NOW Support,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,1.00,1.22,1.41,-0.19,-0.19
3996,2023-24,Q4,1/1/2024,CC400041,Customer Care Services - NOW -NSE-MSM,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.04,-0.04,-0.04
3997,2023-24,Q4,1/1/2024,CC400042,Customer Care Services - NOW -NSCCL,ZCKY,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
3998,2023-24,Q4,1/1/2024,CC400044,Customer Care Services - Regulatory Function  -NSE,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.05,-0.05,-0.05
3999,2023-24,Q4,1/1/2024,SS300341,Software Services -CCIL -Website on Liferay,RYMC,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,17.91,0.00,38.20,-38.20,-38.20
4000,2023-24,Q4,1/1/2024,SS300342,Software Service-NSE DevOps_McKinsey Squad /Trading ADM ,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,3.00,35.00,1.68,33.32,33.32
4001,2023-24,Q4,1/1/2024,SS300343,Software Service-NSE IFSC -VGT Development,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.00,0.00,1.09,-1.09,-1.09
4002,2023-24,Q4,1/1/2024,SS300344,Software Service-Aujas Carrier_IAM_DevSecOps,QZRU,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,0.00,0.40,-0.40,-0.40
4003,2023-24,Q4,1/1/2024,IM300052,IMS - NSE - Stratus MMC Services,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,91.55,75.67,15.88,15.88
4004,2023-24,Q4,1/1/2024,IM300091,IMS- NSE- Co-Location Project,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,62.00,178.04,30.42,147.62,147.62
4005,2023-24,Q4,1/1/2024,IM300161,IMS - NSCCL - Stratus MMC Services,ZCKY,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,3.92,3.99,-0.07,-0.07
4006,2023-24,Q4,1/1/2024,IM300163,IMS-IRDA-IGMS - Infra & Hosting /DC/DR Services,ATWW,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,1.70,-1.70,-1.70
4007,2023-24,Q4,1/1/2024,IM300164,IMS -IRDA -IGMS -AMC / Helpdesk Support ,ATWW,IMS,Digital,Project,IND,NSEIT-IND-SA,1.50,0.00,0.88,-0.88,-0.88
4008,2023-24,Q4,1/1/2024,IM300174,IMS - CXIO - Business Support Cloud Service,QRMN,IMS,Digital,Project,IND,NSEIT-IND-SA,10.00,1.50,28.04,-26.54,-26.54
4009,2023-24,Q4,1/1/2024,IM300176,IMS-HDFC Mutual Fund -AWS Managed Service,YQUZ,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,6.40,-6.40,-6.40
4010,2023-24,Q4,1/1/2024,IM400212,IMS-NSE-BCP,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,83.84,120.00,63.13,56.87,56.87
4011,2023-24,Q4,1/1/2024,IM400215,IMS-NAFED -T&M,LTUH,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.01,-0.01,-0.01
4012,2023-24,Q4,1/1/2024,IM400216,IMS-NSE-Incident Manager,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,3.00,8.58,4.72,3.85,3.85
4013,2023-24,Q4,1/1/2024,IM400218,IMS-NSE-Project Management (PMO),PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,2.00,2.92,1.57,1.35,1.35
4014,2023-24,Q4,1/1/2024,IM400220,IMS-CloudEX-Support Services,QRMN,ISRC,Digital,Project,IND,NSEIT-IND-SA,1.06,0.00,0.50,-0.50,-0.50
4015,2023-24,Q4,1/1/2024,IM400221,IMS-MCX- T&M -IT operation,YRQD,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,8.94,0.27,8.67,8.67
4016,2023-24,Q4,1/1/2024,IM400222,IMS-HPE UIDAI_29 Platform,QOYC,IMS,Digital,Project,IND,NSEIT-IND-SA,0.10,0.00,0.06,-0.06,-0.06
4017,2023-24,Q4,1/1/2024,IM400223,IMS-NSE -Trading OFS Team,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,11.00,8.21,7.70,0.51,0.51
4018,2023-24,Q4,1/1/2024,IM400224,IMS-NSE_Infra & OA Support,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,3.00,6.41,3.71,2.70,2.70
4019,2023-24,Q4,1/1/2024,IM400225,IMS-NSE- BCP_Chennai,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,18.00,8.72,10.98,-2.26,-2.26
4020,2023-24,Q4,1/1/2024,IM400226,IMS - NSE - Stratus T&M,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,13.00,21.53,11.87,9.66,9.66
4021,2023-24,Q4,1/1/2024,IM400227,IMS-Indian Bank -Onsite Support,NIML,IMS,Digital,Project,IND,NSEIT-IND-SA,17.46,7.34,14.60,-7.26,-7.26
4022,2023-24,Q4,1/1/2024,IM500101,IMS-HSVPHSIIDCSTP,ZJMY,IMS,Digital,Project,IND,NSEIT-IND-SA,2.00,4.10,4.46,-0.35,-0.35
4023,2023-24,Q4,1/1/2024,IM500102,IMS -Tea-Board -Migration of Infra/Cloud service,ZWAD,IMS,Digital,Project,IND,NSEIT-IND-SA,3.38,29.73,15.91,13.83,13.83
4024,2023-24,Q4,1/1/2024,IM599999,Practice Bench – IMS,EZOF,IMS,Digital,Bench,IND,NSEIT-IND-SA,5.54,0.00,0.00,-4.68,-4.68
4025,2023-24,Q4,1/1/2024,IC300001,ICS -Aujas Carrier_IAM_DevSecOps ,QZRU,ICS,Digital,Project,IND,NSEIT-IND-SA,3.00,0.00,2.06,-2.06,-2.06
4026,2023-24,Q4,1/1/2024,IC400001,ICS - NSE (BKC) - New Batch,PMB,ICS,Digital,Project,IND,NSEIT-IND-SA,24.48,14.58,8.33,6.26,6.26
4027,2023-24,Q4,1/1/2024,IC400002,ICS - NSE BCP (Chennai)-New Batch,PMB,ICS,Digital,Project,IND,NSEIT-IND-SA,50.45,15.95,18.04,-2.09,-2.09
4028,2023-24,Q4,1/1/2024,IC400004,ICS - NSE Extranet Revamp,PMB,ICS,Digital,Project,IND,NSEIT-IND-SA,1.00,1.66,0.36,1.30,1.30
4029,2023-24,Q4,1/1/2024,IC400005,ICS - Shapoorji Pallonji,CCNW,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,5.86,5.86,0.00,0.00
4030,2023-24,Q4,1/1/2024,IS300021,ISRC- Bank of India,AMUE,ISRC,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,2.15,-2.15,-2.15
4031,2023-24,Q4,1/1/2024,IS400003,ISRC - NSE,PMB,ISRC,Digital,Project,IND,NSEIT-IND-SA,0.00,37.87,39.13,-1.26,-1.26
4032,2023-24,Q4,1/1/2024,IS400011,ISRC -Aujas_Business Support Service,QZRU,ISRC,Digital,Project,IND,NSEIT-IND-SA,2.00,8.01,5.54,2.47,2.47
4033,2023-24,Q4,1/1/2024,PI699999,Practice Development – IMS,RHCC,IMS,Digital,Practice,IND,NSEIT-IND-SA,1.00,0.00,0.00,-5.11,-5.11
4034,2023-24,Q4,1/1/2024,SS400224,Software Services - NSE Infotech Gift City -Support Service,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,44.46,77.28,44.01,33.27,33.27
4035,2023-24,Q4,1/1/2024,SS400250,Software Services - NSE -Trading Test Environment Management,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,15.00,22.43,11.71,10.72,10.72
4036,2023-24,Q4,1/1/2024,SS400283,Software Service - NSE-PSM & Epsilon,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,23.00,32.56,23.77,8.79,8.79
4037,2023-24,Q4,1/1/2024,SS400275,Software Services -Development -NeSL Production Support,DKFU,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,4.20,7.54,4.04,3.50,3.50
4038,2023-24,Q4,1/1/2024,CC400050,Customer Care Services - NSE-DC,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,10.81,7.69,4.25,3.44,3.44
4039,2023-24,Q4,1/1/2024,CC400051,Customer Care Services - NSE -Helpdesk Operation Service,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,83.71,57.11,35.27,21.84,21.84
4040,2023-24,Q4,1/1/2024,RP400014,RPA -Impossible Foods,YOGJ,Business Transformation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,5.00,0.00,2.70,-2.70,-2.70
4041,2023-24,Q4,1/1/2024,SS400123,Software Services-Citi Bank-T&M-Development,PWPW,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,4.00,4.90,2.77,2.13,2.13
4042,2023-24,Q4,1/1/2024,SS400204,Software Services - Development - HDFC Ergo,DPBP,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,4.00,4.53,2.56,1.97,1.97
4043,2023-24,Q4,1/1/2024,SS400234,Software Services - Reliance Gen- Development,OUMN,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,15.31,19.93,12.19,7.74,7.74
4044,2023-24,Q4,1/1/2024,SS400237,Software Services - NDML-Application Development,TETW,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,1.07,0.75,0.32,0.32
4045,2023-24,Q4,1/1/2024,SS400251,Software Services - Fulletron,AIXP,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.04,0.95,0.63,0.32,0.32
4046,2023-24,Q4,1/1/2024,SS400260,Software Services -Development -NESL-T&M,DKFU,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,4.36,9.07,5.95,3.12,3.12
4047,2023-24,Q4,1/1/2024,SS400262,Software Services -Development -Kotak Bank,HCAR,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,7.44,6.05,5.42,0.63,0.63
4048,2023-24,Q4,1/1/2024,SS400263,Software Services -Development -Prudential -10 FA,LYAR,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,3.39,5.56,3.78,1.78,1.78
4049,2023-24,Q4,1/1/2024,SS400265,Software Services -Development -DCB Bank,QJCC,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.03,-0.03,-0.03
4050,2023-24,Q4,1/1/2024,SS400271,Software Services -Development -Karnataka Bank,UEKK,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,1.70,0.83,0.87,0.87
4051,2023-24,Q4,1/1/2024,SS400288,Software Service -NPCI -T&M,EWSE,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,3.00,3.08,1.95,1.13,1.13
4052,2023-24,Q4,1/1/2024,SS400302,Software Services - EXIDE Life,SHIN,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,2.36,2.21,0.16,0.16
4053,2023-24,Q4,1/1/2024,ST400178,Software Testing - T&M - NSDL - BAT,TETW,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,3.00,2.73,1.51,1.22,1.22
4054,2023-24,Q4,1/1/2024,ST400179,Software Testing-SBI Life-T&M,LIB,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,97.61,97.45,54.02,43.43,43.43
4055,2023-24,Q4,1/1/2024,ST400195,Software Testing- RBL T&M,TENY,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,2.80,1.42,1.38,1.38
4056,2023-24,Q4,1/1/2024,ST400200,Software Testing - T&M - TATA AIA LIC,LFIY,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,95.74,121.77,60.96,60.81,60.81
4057,2023-24,Q4,1/1/2024,ST400202,Software Testing - T&M - BOA,ZFPS,PSG-Non NSE,Digital,Project,Singapore,NSEIT-IND-SA,6.00,10.59,5.45,5.14,5.14
4058,2023-24,Q4,1/1/2024,SS400161,Software Services-AVALON-T&M,UTHN,PSG-Non NSE,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,0.00,-0.46,0.31,-0.77,-0.77
4059,2023-24,Q4,1/1/2024,SS400326,Software Services - Nasdaq -Vantage,DKVV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.39,0.00,0.97,-0.97,-0.97
4060,2023-24,Q4,1/1/2024,SS400327,Software Services -HDFC Ltd_Recovery Application Support,GYVI,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.06,5.66,1.88,3.78,3.78
4061,2023-24,Q4,1/1/2024,SS400328,Software Services -SBI Mutual fund -T&M,ODSH,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,3.00,3.29,2.11,1.19,1.19
4062,2023-24,Q4,1/1/2024,SS400332,Software Services-NSE -Algo Trading MLOps,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,0.96,0.41,0.54,0.54
4063,2023-24,Q4,1/1/2024,SS400334,Software Service -Kotak Equities -T&M,FAHH,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,0.70,0.42,0.28,0.28
4064,2023-24,Q4,1/1/2024,SS400335,Software Services - Nasdaq-NRTC Development Support,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,4.00,56.46,11.24,45.22,45.22
4065,2023-24,Q4,1/1/2024,SS400336,Software Services-NSE -ExtraNet T&M,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.00,5.64,5.21,0.43,0.43
4066,2023-24,Q4,1/1/2024,SS400337,Software Service - NSE-PSM_Managed T&M,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,7.00,15.52,6.12,9.40,9.40
4067,2023-24,Q4,1/1/2024,SS400338,Software Service-HDFC Ergo-NM Claim App_Support T&M,DPBP,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.00,3.16,1.35,1.81,1.81
4068,2023-24,Q4,1/1/2024,SS400339,Software Service - NSE-Enterprise Applications support,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,28.00,47.88,22.70,25.18,25.18
4069,2023-24,Q4,1/1/2024,SS400340,Software Service - NSE- Contract Generation AMC Support,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,8.81,11.74,9.40,2.34,2.34
4070,2023-24,Q4,1/1/2024,SS400341,Software Service - NESL -Business Reporting,DKFU,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,3.00,7.39,3.63,3.76,3.76
